Stars,Review
2,"A good plot, but the film felt somewhat dated. One of the cornerstones of the modern gangster genre."
2,So I watched this on my laptop and not at the Ziegfield. Bad move. Still... I think I can pretty confidently say - I did not enjoy this very unique but totally aimless film. The pleasures of M. Hulot elude me once again. Zut!
2,"The problem is with Robert Williams' character - he's a complete asshole, and more importantly, wrong. We're supposed to be on his side, but he just acts like a complete jackass, especially to Jean Harlow, who doesn't really do anything wrong. Basically the movie tells us the rich people are terrible because they are rich, and not for any better reason than that, really. Instead, Williams' character just sulks and whines the WHOLE movie, about really trivial stuff, especially considering the movie takes place during the Depression. The character needs to grow up and get over his fragile male ego. Hard to believe this is a Frank Capra movie. I guess the movie is just horribly dated."
2,"This film is exactly why I don't like independent films. The director focuses more on the so-called ""aesthetic"" details of the film and they consume all aspects of it. He stuffed SO MUCH SYMBOLISM about how pure Mui was he practically beat us over the head with it. The characters are flat and ugly and speak maybe 1/8 of the time. I hated the music - it was SO repetitive and I was really glad when the dad ran away so I wouldn't have to listen to him strum on his stupid qin again. I'm being nice by giving it two stars because I liked the one scene where Mui cracks open the papaya and touches the seeds. Otherwise, blegh."
2,"What a shitty ending, Although the movies desetve its credits, this is not enough for the disappointing finalle. Watch it, but be prepare for the final opinion!"
2,What a boring film! Although I think its was a good effort on behalf of the cast I was really counting the minutes for it to finish.
2,"Remade as an action film called ""Gladiator"". This one was a historical epic piece of cinema, with slightly cheesy production values."
2,"Another disappointment! I seem to be on a run recently of overrated films. The film of course isn?t all bad, I like the actual storyline and it?s bravery of using a child killer in it?s time, the beginning was good and so was the end, but slumped far too much in the middle.Â I can see why it?s a popular choice with people, but found parts far too boring."
2,"A young woman falls for a man during her vacation in Italy, but social pressures and his passionate nature make a fop the more socially acceptable choice. Daniel Day-Lewis can play tough, gruff, evil characters like Bill the Butcher and Daniel Plainview and even the sexually voracious Tomas, but can he play an upper-class fop? Yes, he can. The man's range is extraordinary. This film is everything that is good and bad about a Merchant/Ivory production. It's opulent, classic, and essentially British, but it's also occasionally boring, making the most of the most trifling conflicts. Part of this is film's inability as a medium to make compelling commonplace disagreements in a way that is unique to books, but Ivory's direction, distant shots of four or more characters, accentuates the germane nature of the film's tiny conflicts -- about a room with a view, the settling of accounts, and a writer's fictionalizing of a character's dalliance. Overall, if you like Merchant/Ivory films, then you've probably already seen this one, and if you don't, this isn't much different from the rest."
2,Very good acting and entertaining BUT this movie was not real enough or explicit enough for being based on real sickening events.
2,"Pointless and boring movie, unappealing characters, slow and uneventful. Fails to involve the audience, poorly directed. Boring."
2,"A very cheesy typical low budget 80's slasher film. It starts poorly, the acting is pretty terrible. However once we get to the creepy school reunion at night it becomes more interesting. It definitely has some aspects to it that slasher fans will appreciate. The run down deserted school does look spooky, bad lighting helps this. The kills are quite inventive for the time and gory to. The killers mask was also a good choice. One for slasher fans to seek out if you haven't seen it yet. Maybe if this got a better budget remake, or with a similar story it could do well!"
2,"A hard movie to rate. It's very obviously shit. Anyone can tell you that much. Just look at that cover. Despite it's poor quality it at least tries to be a bit different and give The Crow a bit more depth. First of all the large gothic city setting is long gone. Now it is set in a small town with skyscrapers replaced by deserted landscapes. It's interesting at first, seeing such a bright Crow film. Then it just becomes confusing. I understand that in the first Crow film Brandon Lee's character was in a rock band. His image suited his persona before his death. Edward Furlong walks around looking very out of place and it's just peculiar. The film gives us a whole 30 minutes to get to know our future crow before his inevitable death. Good idea. The previous films chucked us straight into the action. It gives Furlongs later lust for revenge more weight and understanding. Unfortunately before this was a bizarre introduction to the bad guys. Freeze frames, corny names, it was like some kind of western B-movie. The performances barely deserve a mention apart from Dennis Hopper. He shows up in some club talking like a stereotypical black man. Apparently Satan is the original gangster or something. It was hilarious and embarrassing. Macy Gray was there too. Reading that back it sounds like some twisted dream. The Crow - Wicked Prayer is pretty similar to a joke about somebody you respect that has just died. It may be fairly chucklesome, but it is in poor taste. After thinking about it, it's simply insulting."
2,"A dimwitted action sequel to a dimwitted disaster movie populated with a second string cast of TV movie stalwarts, and Michael Caine slumming it in a similar vein to Jaws:The Revenge. But like that film, it is still strangely watchable in a laugh at it rather than with it kind of way..."
2,"Well it's not as good as the first I'm afraid, good to see Andrew Divoff back again as I think it was a new actor for the 3rd and 4th films. He hams up the Djin rather well, but the deaths are not as inventive as the first. I didn't think it was quite as gory as the first and it didn't have the dark humour of the first either. If you liked the first you might enjoy this, it just doesn't reach the heights of the first."
2,"Can't believe I sat through this, nearly gave up on it very early on.Â Melissa George is especially horrid in this one. Lost half a star for the scene of her with her breast pump. Character is also crude, vulgar and repellant.Â Mandy Moore fares a little better, but she and the husband have zero chemistry. He looks like her father in the flashbacks of them dating.Â And wouldn't you know it, my all time ""favourite"" happy ending in the movie. That one never gets old."
2,"hardly any action, dull, boring, the action pretty much happens at the beginning and the end of the movie.."
2,"This looks like more of an audition for future actors than a complete movie in itself. With the exception of Christian Slater in a nondescript role as a pedophile cop, the young cast seems to be trying to figure out how to act in a horror flick. The story, loosely constructed as it is, seems like an afterthought. The idea is interesting though unoriginal; the transmission of an evil spirit via motion pictures. The execution of this is iffy throughout, though, and the gaping plot hole of how the villain can take over people's minds also seems tacked on to provide action and gore possibilities. Forgettable stuff that almost nobody will play back more than once. Probably best considered a casting call for a group of novice actors. A few good moments of tension keep it from falling completely flat."
2,"Apartment 143 encompasses everything that's wrong with the mockumentary genre. It's simply used as a gimmick, and to no real effect. On the contrary, the shaky camera work and erratic editing is distracting. The script is full of cliches and no real surprises are to be found. The scares are mostly poorly timed and ill-executed. The film does some interesting things with the story, with its examination of psychokinesis, but that is ultimately undone by the ineffectual ending. An overall lackluster effort."
2,Watching this movie will be sure to turn you into a zombie.
2,"What to say about a movie where story is about a marriage counsellor who cannot manage to save a marriage...???? A movie that starts off with a wedding is usually going to see things go bad before they get better. Defying this common wisdom, ""Love Wedding Marriage"" never gets better! Ava (Mandy Moore) is a marriage counsellor whose life as a newlywed married to Charlie (Kellan Lutz) is turned upside down when she discovers her parents' happy marriage is unexpectedly headed for divorce. Determined to reconcile her parents for their 30th anniversary surprise party she stops at nothing plunging from one compromising situation to another. In that process she destroys her own marriage...Â Dermot Mulroney's directorial debut is a real flop and he made a chemistry-free romantic comedy with no power behind it... Mandy Moore and Kellan Lutz were good ""tools"" for that!"
2,"Just ok, this is one of those movies that you watch when you have nothing better to do. The dvd cover looks more interesting that what the movie really was. I didnt see no helicopters, nor soldiers like on the cover. Funny to see these so-call Mercenaries go behind ememy lines with full backpacks and bedrolls. Thru out the whole movie they just would not let go of those bedrolls and even died with them on. Plus Billy Zane wasnt a major player in this movie. The CG effects when someone got shot and the ""red"" puff of smoke was kind of cheesy."
2,Steve Guttenberg is getting too old to play the lead in a romantic comedy like this. The story was not even that well thought out as it was not even remotely realistic. Who is their right mind would just randomly stay at someone's house because their ex died and you had met once before? It's super strange and not even the side story of his writings makes it make any sense.
2,"Disappointing. Good actors, but it fell short."
2,"Better then the last one but still poor in quality to the first movie.Because its a STV fare it's just missing all the values that made the first one a classic.There is a couple of nice moments and you don't feel you are wasting you life away when watching it with a brief 81 mins running time, Nice to see Corey Feldman back but he lacks spark to he's role.lets just hope this is the last one in the series.............Please!!!"
2,Pretty bad.
2,Longer than it should have been the story-line was pretty dull and not that interesting.... the acting was good and i liked the ending.. but overall not really worth watching.
2,Last time I saw this it was pretty terrible but I watched this a lot as a kid. The original is somewhat classic and I like how they got John Ratzenberger to try and get the Cheers element that they had going on with the first with George Wendt.
2,"Better than the first. The humour is rather immature and lazy, but carried by Warwick Davis it is rather endearing. Fun to imagine Wicket going around and killing people. The acting is better, emotions range from scared to distraught. In a bigger setting and set on St. Patrick's Day the film has more to do and there are some great moments. Such as the drinking contest. Would we ever see Krueger, Myers or Leathface engage in a drinking contest? I doubt it. Not to mention Davis is cheered on by a group of ""wee people"" that chant ""One of us"". It's a more enjoyable film and one that overstretch it's reach."
2,Eddie Murphy. What happened to your taste in movie roles? This was the stupidest movie..not funny at all. Just stupid.
2,"Antonio Banderas and Lucy Liu chase each other through a hail of bullets, broken glass and pointless explosions in this borderline nonsensical action flick. I literally cannot even attempt a synopsis of the plot because it makes so little sense! The characters are all cardboard cut-outs spouting action cliches and Ray Park is quite possibly the least charismatic villain I have ever seen. The fight choreography is clumsy and the constant stream of irrelevant stunts start to look plain silly after a while because there's so little plot to hang them on. If it weren't for the star names attached to it, this soulless and mechanical firework display would have struggled to make a straight to DVD release and is little better or intelligent than your average Van Damme debacle. If watching cars fly through the air and spontaneously explode for no reason to bad techno music is enough for you, then it may be worth 90 minutes of your time. If you need a coherent plot or remotely interesting characters, forget it."
2,"This is such a stupid movie. Everything from the weapons used and the acting is funny. What makes it funny is that all the actors seem to be taking it so seriously. I would suggest not watching it, I wouldn't have if it wasn't on cable."
2,National Lampoon ran out of theatrical steam by this point but the Kevin McDonald subplot and Matt Frewer's authority figure work. Mostly stupid gags but some actually work. I recall a few hot women in the cast as well.
2,Disappointing movie. Some quirky moments in an otherwise boring movie.
2,"I liked the original, as well as the short story it came from. I can't recall if I saw the sequel, which could go much towards what I thought of it if I did. I'll try to hit the positives instead of dwelling on the negative, which are many. The effects are okay. Eva Mendes looks great. And there you have it :)"
2,Ok hear we go people say in there reviews if you watch this your an idiot but i gather the people who said it watched it there for you are idiots. Now people say this is vile and bad but i think diffirent Renne Taylor played in the nanny what can be described as a sex crazed old woman and in this film she is the same only thing is you see rather than hear talking about it. like ib the nanny she will talk about having sex in this you see it althought most people hate this film i think it is ok but could of been better a lot better.Â Best and Funny Scean at the end were she is dancing for the priest and pops the bloonÂ Worst Scean at the start were he pull the girls prostic arm off
2,"A down-and-out reporter and a fashion designer fall in love in Paris. Paul Newman and Joanne Woodward's excuse to be together while working is a costume drama, except there's very little drama. It's more like a costume/farce. The rather contrived situations are interrupted by dumb special effects/schtick, and there's almost no character development. Even though Edith Head's costumes are great to look at and Newman and Woodward occasionally have the type of chemistry that only an off-screen husband and wife can convey on film, the film ultimately fails. What is more, films always uphold or reject a certain set of values, and in this case, women are supposed to be virgins who don't work or have any will that isn't subservient to a man. Woodward's character, Sam, is a successful working woman, but in order to woo Steve she puts on the guise of a socialite/prostitute. Think the reverse of As You Like It. Over the course of the film, Sam insists on being called Samantha, and she incurs Steve's wrath for her whore act. Meanwhile, Steve philanders like the last of the red hot lovers, and there is very little comment, as though such behavior is not only accepted but encouraged. The film's conclusion reveals its morality: though made in 1963, the roles of women in this film are stuck in the 50s. Overall, this is another great example for someone looking to write a feminist critique against a movie."
2,The movie keeps you watching. But it is a poor version of eagle eyes. The ending on how they stopped echelon was awful.
2,"Wow, this movie was shockingly boring. I was expecting a fun movie, but realized pretty fast that it wasn't. Boring and predictable."
2,"Dumb unbelievable disaster movie from the end of that cycle that inexplicably stars some of the biggest stars of the 70's. Everybody seems pretty disengaged and it's sad to see William Holden once so vital and charismatic a burnt out shell, alcoholic and rather haunted. The special effects are laughably bad and the whole thing moves at a snail's pace."
2,"It's not as bad as you may think. It's just utterly pointless. Essentially what the filmmakers have done is tell almost an identical story to Donnie Darko, just with Donnie's sister as the main character. If you understand Richard Kelly's time travel talk, then the big twist in this movie is that Samantha is not the Living Receiver, like Donnie was. She plays the role of the Manipulated Dead, or the role of Frank the bunny from the first film.Â It's a well made film. And Ed Westwick pretty much plays his Gossip Girl character here, which is always entertaining. But the film takes no risks. The filmmakers seem too concerned with making their film feel like Donnie Darko, that they don't explore the mythology in any way. The film is too safe, and as a result, is as forgettable as a bad meal."
2,The original is way better.
2,"Tries desperately to be a quirky indie drama, but all the oddball characters and twee songs in the world can't save this dull and mostly pointless mess. Only diehard fans of Jessica Alba should try sitting through this, and trust me, it's still going to be tough."
2,I dont know why i insist on watching horrors as usual its not scary the storyline is crap and theres no real reason or point to the story so not worth the time and effect!!
2,"Could have been a decent b-grade psycho movie, instead was stupidly confusing and in the end couldn't even figure out who the bad guy was!"
2,"Interesting enough concept. Don't think that the writing, acting or editing was good enough to hold this movie together. I really didn't even find any of the characters interesting. Sorry, was funny at times but not enough to hold my attention."
2,"It looks really dumb. If you made it to part 7, the only reward you get is knowing that the series only gets worse. Alot of the classic cast is missing and the remaining cast cannot pull this one together."
2,"One thing you notice about this movie is the abundant reliance on those one note characters. Matt McCoy gives up on being a Guttenberg replacement and is now left as an actual serious cop. He isn't a lot of fun, as everyone around him is quirky or funny."
2,"So what we have here is the story of a fish (which by now dwarves most whales) that can track individuals half way around the globe to extract it's ""revenge"" on them for what, being in the vicinity of a couple of its piscine mates being blown up/electrocuted?? I once saw a stand-up comedian devoting his entire routine to taking the piss out of this film...unintentionally hilarious!!"
2,"Ed is not a bad family movie. If you have little kids or are just really bored and are looking for a quick laugh this movie may do it for you.Â The lines are cheesy, the plot is even cheesier, and it's more then unrealistic. But it does deliver some funny parts as a man embraces a Chimpanzee as not only a teammate but as a new best friend."
2,Oh gosh. Pretty bad. Nuff said.
2,"Third entry in the Critters franchise and it's clear right from the opening minutes, that the filmmakers have run out of ideas. Critters 3 is notable for being the acting debut of Leonardo DiCaprio. By this time, the third entry has become stale, uninspired drivel, and the fun from the first two films is replaced by a very mediocre script that recycled ideas from the first film, and has nothing new to offer the series. The acting is awful and the film is poorly constructed. The film fails at capturing the classic elements of the first two, and ends up being a tired effort that is simply boring, doesn't have anything going for it. The film could have been much better, but it doesn't, this third entry along with the fourth film are forgettable entries in the franchise that have nothing interesting to offer the series. This could have been an interesting third film, but it's obvious that all the good ideas have been used and the filmmakers were struggling to come up with something good for a third film, unfortunately, the film didn't work and it ends up being a bad one at that."
2,"Return of the Living Dead Part II isn't so much a sequel as it's a remake. Once again barrels of Trioxin are discovered and opened in a small community, resulting in the reanimation of the dead. The plot hits the same beats and recreates some of the same scenes of the original, only in slightly different ways. The tone however, is way too jokey and slapstickish. Some of it's funny (if for no other reason than how crazy it is), but most of it's idiotic schlock. Missing the darkness and clever satire of the original, Return of the Living Dead Part II is uninspired tripe."
2,Takes more of a watered down Jacob's Ladder approach and the Cenobites are rarely seen. Quite possibly one of the most predictable endings ever.
2,I am pretty sure that at some point I watched this. I really loved all the Casper movies was I was a kid.
2,"Not one of Pauly Shore?s best?it had its funny moments, but also had some very dumb ones and forced me to pass out during the first viewing. I finished it the next day, but I can?t say I am glad I did."
2,"This comedy is only occasionally amusing, even with a rather fine cast. It's a shame, a lot of talent is wasted here. Most of the blame for it not working is the writing, it just isn't very well written."
2,"This movie is just as outrageous and creepy as the SNL skits that spawned it, well maybe even more creepy. I didn't find Pat very funny on the show, and if you didn't either, I would not recommend this movie."
2,"This was really quite atrocious. It seemed to start off okay for a bad follow on to a movie that was probably ill advised to start with. But the minute the kids grew up and became Milla Jovovich and Brian Krause, it was all over. (Admittedly Brian Krause is not that bad, and may even be a slight improvement on the original star, but that's not saying a whole lot).Â The story totally lost the suspense the original had about who was on the other side of the island, the story is jumbled and unconvincing and don't even get me started on the ""bad guys"" who may or may not have been intended to be Australian. (As the film was shot here and i could clearly hear the accents, though they were trying not to sound it... I think) Big mess of a film. Milla can't act at all. If you really have to, watch the original instead."
2,The Bad News Bears strike out in their third movie. It's terrible and insulting to fans of the series.
2,The worst of the Bears movies .... not even Kelly Leak was cool!!
2,"I was not so sure about a third round of this franchise but I admit that it was a step up from the less than likable second movie. This time the kids are grown up and can talk and the dogs are doing the talking. It sounds like a bad idea but it worked well enough. The talking dogs were not bad, in fact, they were the best part of the movie. The Christmas spirit helps a little, but I thought the holiday angle should have a stronger impact on the plot than it did. John Travolta and Kristy Alley thankfully dial it back from their earlier performances and are tolerable this time around. Travolta has a new job and his new wealthy young boss is set on luring him into an affair. This part of the story is acceptable but it is highly predictable and sort of detracts from the dogs and their relation to the family. Where it is fails the worst is the cheesiness. It does not have enough heart, Christmas sprit, or laughs to give it a memorable identity, but this has been a problem for the whole series."
2,"Not-so-fun in the sun. Being the fourth sequel in the series, it's not surprising this lacks the ingredients that made the first few films so funny. The script is a mess, the bad guys really corny and like something out of a second-rate Disney movie. Sure, it could be worse, but it's so obviously a product made just to cash in on its name. And you know it's a bad sign when a B-movie star like Steve Guttenberg declined to be in it. I'm gonna watch the last two as well, just to have seen them. But considering the state of this one, it'll be a miracle if I don't end up with any scars on my soul."
2,"The one with the boats, is about all I remember. Wayne Gretzsky's wife was in it too. There's some busty babes to be seen, and some of the familiar Police Academy wont-go-aways as well. The new setting took it off the streets to the beach. Forgettable I'd say."
2,"Jim Drake Jr. directs this cilly citizen patrol saga where the stars from the first flick train common folks. Better than the last one, but that isn't saying much."
3,"What starts out as a promising study of a complex character unfortunately slowly morphs into a moving, though nonetheless surprisingly conventional, occasionally ambiguous, tearjerker. Despite excellent performances by Christopher Abbott and, especially, Cynthia Nixon, the film has little to offer in the way of originality or insight. Regrettably, this is likely to leave a lot of viewers either disappointed or wondering exactly what the director was trying to say."
3,"Solid Acting. Predicable Result. Heard a lot of hype about this flick, and that may have ruined it for me. It was a good movie, stayed true to the Rocky franchise, but just didn't pack enough of a modern-day punch for me to remain interested."
3,"A typical boxing story, nothing more than that. The fluid camera work during the fights feels very intuitive. You really feel like you're in the fight. The romance between the main character and the obligatory girl feels pushed and unnecessary."
3,"Not the comedy the trailers, or the presence of Tina Fey, would lead you to believe, but definitely some laugh out loud moments, as well as intense, if not misplaced, battle sequences. Though those moments are hampered by forced tug-at-your-heartstrings moments, cliche romances and rivalries and yet another British actor in Alfred Molina cast as a Middle Eastern character."
3,"I've sat through enough terrible faith-based movies to appreciate it when there's a decent one like Risen. Specifically, I like how they tell the resurrection story as if it were a detective mystery where Mary Magdalen & Jesus's other apostles are the suspects. In the end the film could've been stronger & more complex, but on its own terms, it kind of works."
3,"Just as entertaining as it's predecessor, London Has Fallen is a fun movie with some well shot action scenes. Though the main plot of the movie is quite far fetched and filled with cheesy one-liners, you should already know that going what you're getting into and enjoy this one for what it is: a 90's action throwback."
3,"It may not be quite as original or hilarious as it would like to think, but it's a perfectly enjoyable, naughty ride that revels in making fun of itself, Marvel and the whole Hollywood system. Reynolds was practically born for the role (it's basically Van Wilder in spandex), so even when the film has some shortcomings, he's always around to keep us laughing. Expect plenty of imitators to follow."
3,"Hmm, I am not sure why lots of people liked this. I knew it wasn't a really big alien battle again. Pretty much the whole movie takes place inside this one bunker with this Psycho big guy who believe's everyone is dead and must keep them alive. This is a slow going movie and has very little exciting moments. I liked the girl Michelle who was the Final Destination 3 girl in this movie. Your mind is always bouncing around whether to believe the guy Harold or not. The last 20 minutes is where it starts to get good. It would have been a lot worse if the finale of this movie didn't exist. I was kind of bored watching but it wasn't that bad. It was just ok until the ending."
3,"This is one of those biopics that tells a story that we all know and doesn't manage the necessary to raise it above its limitations; instead, it suffers from a one-dimensional protagonist that never becomes intriguing and ends so abruptly that it feels like Frears got tired of telling it."
3,"This film's heart is in the right place, and the performances (specifically Michael Shannon's) are stellar. Unfortunately, this film falls short of what it could have been and is ultimately disappointing."
3,"A nice showcase for, in my opinion, one of Hollywood's most under-rated actors. I'm talking about Michael Shannon. His chemistry with young actor Jaeden Lieberher makes this a movie worth seeing."
3,"This weird avant garde like picture, is the type of film that will appease as well as wet the likes of David Lynch, but hardly anything allegorical compared to Alejandro Jodorowsky. The entire film plays out with many different plot and story threads loosely connected as if it's a bunch of stock footage smashed together, to try and make some connection. Whether it's expressed through words on screen or acting counterparts, the plot an narrative are incredibly hard to follow, but kind of make a thoughtful connection as if the audiences are in some LSD trip. If that's the type of film you like, you may enjoy it a lot more than I did, it just didn't seem to fit together in my case and would maybe give it another viewing a couple if not several years from now to try and make some intellectual sense."
3,"A good premise for a schlock slasher horror and a low budget psychedelic finale are unconvincingly mashed up into a horror movie that doesn't know what it wants to be and succeeds at being confusing while failing at being scary in any way shape or form. Nonetheless it has some great costume design and interesting lighting so maybe, just maybe it's worth it."
3,"I was going to go on about how this was done before with The Act of Killing but then I see this is a follow-up film by the same bloke. This also shows murderers describing their acts with ignorant pride but this seems to be more of a family issue as he was trying to find the people responsible for killing his brother. I have to say, some of the interviews were a little bit awkward and unnecessary. Unlike the previous film, here, he seems to milking it all a little bit. Still, a good job exposing the horrible things that have gone on and seem to be still a real problem in Indonesia. I still have no urge to go there."
3,"I didn't think this movie was too bad. I liked how they picked right up where the first one ended. Quite a bit of blood and gore, but pretty much the same gags as the first one. All and all, I would recommend this one especially if you dug the first one."
3,"I'm not convinced that this is the brilliant psychological portrait everyone seems to think it is, but Moss gives one hell of a performance."
3,"Puts you in a homeless mans shoes. Made me think about how i would react, how i would feel. It's a good movie to watch on a rainy day or when you don't feel like going out."
3,"I do like this movie. I thought the ending was a bit clichÃ©. It was predictable but overall, it was a cute movie. The problem I had with it mostly, was the character of Jessica Alba. I found her to be a bit hypocritical. She came off as cold and unfeeling. Her character was came off as a b*tch. Pierce Brosnan's character seemed a bit naÃ¯ve about a few things as well. His chemistry with Salma Hayek was certainly a plus. They seem natural together. I liked it but I didn't love it."
3,"Hip-Hop and Rap music all the way to the end (obviously in Japanese). A little non-sense story, with japanese pop culture themes, but with nice photography. Reminds me a hip-hop version of ""The Warriors"" without a better story and with music all the way (only watch it if you like the music!)."
3,"For what it is, ""The Square"" will attract many viewers solely based on it's true display of young adults fighting for their right to freedom in many areas of life. The imagery is brutally realistic and almost made me look away. I give props to these guys for making such a touchy film, but they pulled it off. It is a bit boring, and much of the same questions are asked and answered multiple times, but it is a very effective film that will be in my head for a while. The imagery has scarred my brain. I just cannot believe how some people in the world behave. Overall, it is a well put together film that deserves it's nominations. Displayed first through Netflix, this opened the film to many viewers around the world. I honestly cannot recommend this film, and I will never watch it again, but I admired it."
3,"Pat Mills delivers a fantastic performance as a washed-up child star, but the film itself stumbles in quite a few areas. Overall, a solid dark comedy with some final act issues."
3,"A very Woody Allen-inflicted romcom. It's a little predictable in terms of its concept and stories like this have been done before, but I liked that it was somewhat true to life and O'Brien and Waterston had great chemistry together. Manhattan Romance doesn't add anything new to its genre, but still it's an enjoyable flick with some great moments."
3,"Sounds like most of the negative reviews is because the movie doesn't focus on the terrible living conditions and sad lifestyle in which they must live in, but in this case it's obvious the director wanted the kid's dangerous adventure to be the main attraction more so than it being about how bad it is where they live. It was a very solid movie that opened my eyes to many things, even if the director didn't make it his main focus of the movie."
3,"Honestly, the plot for this neo-noir is nonsensical, and panders so much to Mainland Chinese notions of justice that it avoids taking the subject matter to its logical dark conclusion. But the many visceral action sequences and fine performances make it quite watchable."
3,"A great slice of life film that chooses to see the humor in what could have been a much more depressing film. However, that jovial spirit took away from the characters, teetering towards tired stereotypes a little too often for my taste. I think I would have preferred some more honesty throughout the entire film, instead of just at the end. That said, I loved Alexandra, she was really the best character in the film. Also- It's impressive that this was shot on iPhones but I found the camera work to be inconsistent, especially towards the beginning."
3,"In terms of its form, it's subversive. Deadly serious themes are explored to a point where they become a caricature - also thanks to a grotesque acting style."
3,"This movie was entertaining. If you like slow atmospheric stuff. The end was a let-down. Maybe a failure in plot. Sometimes too self-indulgent (camera focus, cross fade) Soundtrack worked. Acting was decent. Script could have been more entertaining/less naturalistic. Yadda Yadda Yadda."
3,"The Wolfpack is a band of literal brothers, trapped by their oddly protective, near cultish parents in a tiny lower-east-side apartment with a library of old movies as teachers. The documentarian lives inside this world, obviously after the period of isolation had ended, but still, we get the sense of the true weirdness of their lives, and the liberation, fear and amazement as they begin to enter the world outside that building. Where the hell did they come from, that was my unanswered question."
3,"This movie is very slow and I spent a lot of time yelling at the idiot father because he needed to do something to save his child, but that ending is completely unexpected and brilliant."
3,Taut drama about extreme parenting choices taken too far.
3,Greece's Best Foreign Language Film submission for this year's Academy Award failed to make the recently announced shortlist so therefore it won't be nominated. Its a nice sweet little movie with a couple of appealing performances from its 2 young leads Kostas Nikouli and Nikos Garcia. Worth seeing if unspectacular
3,"This is one of those biopics that tells a story that we all know and doesn't manage the necessary to raise it above its limitations; instead, it suffers from a one-dimensional protagonist that never becomes intriguing and ends so abruptly that it feels like Frears got tired of telling it."
3,"Brooklyn features the most uncomplicated narrative in a serious film that I have seen in years. Girl from Ireland immigrates to America. Lives in Brooklyn and falls in love with an Italian boy. Goes back home to Ireland. Meets Irish boy. Likes him. (Kind of.) Must choose between the two. That's it. Someone really burned the midnight oil writing this one. Alright, I'm being a bit too harsh. Brooklyn is a pleasant, charming, and straightforward yarn that appeals mostly to older audiences and makes no excuses for its deliberate pace and simple structure. (And I do mean older. In my theater there probably wasn't a person other than myself under 50 and it smelled like licorice.) It's helmed entirely by Saoirse Ronan and her presence and affability make the film more than watchable. It bears much in common with An Education, which was another underwhelming, but ultimately likeable period piece nominated for Best Picture that showcased an up-and-coming actress. Said actress and the old-fashioned feel are the reasons to see Brooklyn, if that kind of thing appeals to you. Otherwise give it a pass."
3,"I was honestly expecting more--much more. All the pieces of a great film were there--great cast, important story--but The Big Short fails to do any of these elements justice due to some questionable directorial and editing choices made by McKay and a striking lack of depth. I commend the film, however, for providing a digestible perspective on the 2008 crisis and another venue for Bale and Carrell to show off their acting skills."
3,"There were way too many jokes that were most likely written by a five year old except for one joke that made me chuckle. Other then that, the movie itself is worth the price of admission."
3,"Paris-based provocateur Gaspar Noe's compelling sexually explicit 3D art-house porn melodrama. It concerns a sensual young couple in Paris, the beautiful, but unstable Electra, well-played by Aomi Muyock, and her horn-dog lover Murphy, superbly played by Karl Glusman, their highly sexual relationship starts spinning out of control as they let their desires run wild, and invite a pretty hot neighbor into their bed for a threesome. Interesting film with a very thin plot, but worth a look for it's many truly titillating real sex scenes, which are some of the hottest ever filmed for a mainstream film, and beautifully photographed with superb lighting, the 3D effects are good but distracting. Be warned that this an extremely sexually graphic erotic film with scenes of an ejaculating cock, full frontal nudity, threesome sex, public sex, homosexual sex, trannies, and sex clubs. Recommended."
3,"I'm not a fan of Amy Poehler but I love Tina Fey, and she totally steals the show in this enjoyable comedy that feels satisfying enough even if it is a bit overlong (like an extended sitcom episode) and the jokes are not as funny or frequent as they should be - hell, some of them fall real flat."
3,"Having James McAvoy and Daniel Radcliffe as the lead actors made all the difference in this latest reboot of Frankenstein. But the best of their acting chops could not lift the film from its ludicrous script. Entertaining, but forgettable."
3,"It's a mighty task to boil the Bard's classics down to a tight yet meaningful running time and maintain a degree of cinematic quality. You don't just want to film a stage play with the mighty parameters of film, and yet giving in to the visual majesty means less time for Shakespeare's stirring words and complex characterization. Woe unto thee who attempt an adaptation. It requires more skill than thou would believe. I had hopes for the latest version of Macbeth from its top-shelf cast, Michael Fassbender as the titular ambitious murderer-turned king and Marion Cotillard as his wife and co-conspirator. It didn't take long for my hopes to be dashed. First, the good: the rolling hills of Scotland are lushly photographed, and the concluding battle is set amid a roaring hellish fire and flying embers that makes for a stunning backdrop. The actors are fairly fine. If you couldn't tell from this faint praise, there's not much to credit as an achievement with this Macbeth. It's strangely narcotized and often listless. It doesn't help that the actors speak 80% of their dialogue in whispers or mumbles, even when they discover the former king has been murdered. Director Justin Kurzel (the upcoming Assassin's Creed movie, also with Fassbender) falls back on monotony, whether it's an overabundance of mist, similar and low-rent locations, and a plodding score that feels like scorpions are in your mind. Some of the changes are also for the worse, especially making Lady Macbeth more ""sympathetic"" and neutering one of Shakespeare's great characters. She no longer sleepwalks and instead confesses her unshakable guilt to a cross. Also Macbeth is haunted by the ghost of his dead son with the witches. And there's some brief inclusion of awkward sex amidst monologues. The final showdown comes at the 90-minute mark and the entire proceedings feel rushed and yet miraculously boring. Even the bloody violence is pretty tame considering its R-rating. If you're looking for a truly cinematic Macbeth that enlivens Shakespeare, check out the Masterpiece Theater version with Patrick Stewart adapted into a 1930s Stalinist era. Now that was brilliant. Kurzel's version of the ""Scottish play"" is one that only signifies disappointment."
